RCDTS,NCES_ID,District,County,Website,Unit,PDF_Filename,PDF_Size_KB,Folder_Name
030110140,1736640,South Fork SD 14,Christian,http://www.southforkschools.com,Unknown,2022-bargain.pdf,639.4,South_Fork_SD_14
030110140,1736640,South Fork SD 14,Christian,http://www.southforkschools.com,Unknown,sports_coop.pdf,69.9,South_Fork_SD_14
070161500,1736720,South Holland SD 150,Cook,http://www.sd150.org,CBA (Unit Unspecified),sd150_CBA_DisplayFile_30506619.pdf,431.8,South_Holland_SD_150
070161500,1736720,South Holland SD 150,Cook,http://www.sd150.org,Unknown,sd150_Videotaping_MOU_2024.pdf,164.5,South_Holland_SD_150
070161510,1736750,South Holland SD 151,Cook,http://www.shsd151.org,CBA (Unit Unspecified),shsd151_cba_2022-2025.pdf,521.7,South_Holland_SD_151
070161510,1736750,South Holland SD 151,Cook,http://www.shsd151.org,Unknown,shsd151_PNC_2020-2022.pdf,3486.6,South_Holland_SD_151
070161510,1736750,South Holland SD 151,Cook,http://www.shsd151.org,Unknown,shsd151_PNC_2022-2025_signed_acceptance.pdf,48.5,South_Holland_SD_151
070161510,1736750,South Holland SD 151,Cook,http://www.shsd151.org,Unknown,shsd151_PNC_2025-2028.pdf,688.7,South_Holland_SD_151
530901370,1736780,South Pekin SD 137,Tazewell,http://www.spgs.net,CBA (Unit Unspecified),SPFT_CBA_2026-2027.pdf,1300.6,South_Pekin_SD_137
260343370,1736610,Southeastern CUSD 337,Hancock,http://www.southeastern337.com,CBA (Unit Unspecified),CBA_2011-2014.pdf,332.4,Southeastern_CUSD_337
260343370,1736610,Southeastern CUSD 337,Hancock,http://www.southeastern337.com,CBA (Unit Unspecified),CBA_2014-2015.pdf,240.3,Southeastern_CUSD_337
260343370,1736610,Southeastern CUSD 337,Hancock,http://www.southeastern337.com,CBA (Unit Unspecified),CBA_2015-2018.pdf,341.9,Southeastern_CUSD_337
260343370,1736610,Southeastern CUSD 337,Hancock,http://www.southeastern337.com,CBA (Unit Unspecified),CBA_2018-2021.pdf,483.3,Southeastern_CUSD_337
260343370,1736610,Southeastern CUSD 337,Hancock,http://www.southeastern337.com,CBA (Unit Unspecified),CBA_2021-2024.pdf,6648.4,Southeastern_CUSD_337
260343370,1736610,Southeastern CUSD 337,Hancock,http://www.southeastern337.com,CBA (Unit Unspecified),CBA_2024-2026.pdf,745.5,Southeastern_CUSD_337
400560090,1731500,Southwestern CUSD 9,Macoupin,http://www.piasabirds.net,Unknown,ESP-Contract.pdf,4641.0,Southwestern_CUSD_9
400560090,1731500,Southwestern CUSD 9,Macoupin,http://www.piasabirds.net,Teachers,Teacher-Contract.pdf,1043.8,Southwestern_CUSD_9
450791400,1736900,Sparta CUSD 140,Randolph,https://www.sparta140.org/,Teachers,Sparta_Education_Association_Contract.pdf,3819.7,Sparta_CUSD_140
450791400,1736900,Sparta CUSD 140,Randolph,https://www.sparta140.org/,Unknown,Sparta_Service_Employee_Agreement_Addendum.pdf,77.3,Sparta_CUSD_140
450791400,1736900,Sparta CUSD 140,Randolph,https://www.sparta140.org/,Unknown,Sparta_Service_Employee_Contract.pdf,2598.1,Sparta_CUSD_140
260290040,1736960,Spoon River Valley CUSD 4,Fulton,http://www.spoonrivervalley.us,CBA (Unit Unspecified),CBA_FY2008-2010.pdf,134.0,Spoon_River_Valley_CUSD_4
260290040,1736960,Spoon River Valley CUSD 4,Fulton,http://www.spoonrivervalley.us,CBA (Unit Unspecified),CBA_FY2011.pdf,251.2,Spoon_River_Valley_CUSD_4
260290040,1736960,Spoon River Valley CUSD 4,Fulton,http://www.spoonrivervalley.us,CBA (Unit Unspecified),CBA_FY2012-2013.pdf,128.2,Spoon_River_Valley_CUSD_4
260290040,1736960,Spoon River Valley CUSD 4,Fulton,http://www.spoonrivervalley.us,CBA (Unit Unspecified),CBA_FY2015-2017.pdf,1591.9,Spoon_River_Valley_CUSD_4
260290040,1736960,Spoon River Valley CUSD 4,Fulton,http://www.spoonrivervalley.us,CBA (Unit Unspecified),CBA_FY2018-2020.pdf,1763.3,Spoon_River_Valley_CUSD_4
260290040,1736960,Spoon River Valley CUSD 4,Fulton,http://www.spoonrivervalley.us,CBA (Unit Unspecified),CBA_FY2021-2023.pdf,1386.1,Spoon_River_Valley_CUSD_4
260290040,1736960,Spoon River Valley CUSD 4,Fulton,http://www.spoonrivervalley.us,CBA (Unit Unspecified),CBA_FY2024-2026.pdf,1266.6,Spoon_River_Valley_CUSD_4
280060990,1737050,Spring Valley CCSD 99,Bureau,http://www.sv99.org,Teachers,2021-2026-Teacher-Contract.pdf,138.3,Spring_Valley_CCSD_99
510841860,1737080,Springfield SD 186,Sangamon,http://www.sps186.org,Unknown,Building_Trades_CIBCT_Local270_2016-17.pdf,1473.6,Springfield_SD_186
510841860,1737080,Springfield SD 186,Sangamon,http://www.sps186.org,Unknown,SEA_Contract_2022-2025.pdf,1.3,Springfield_SD_186
510841860,1737080,Springfield SD 186,Sangamon,http://www.sps186.org,Unknown,SEIU_Local15_2022-2025.pdf,1592.4,Springfield_SD_186
510841860,1737080,Springfield SD 186,Sangamon,http://www.sps186.org,Unknown,SEIU_Local15_2025-2027.pdf,4983.4,Springfield_SD_186
510841860,1737080,Springfield SD 186,Sangamon,http://www.sps186.org,Unknown,Teamsters.pdf,760.9,Springfield_SD_186
320460240,1743966,St. Anne Unit District 24,Kankakee,,Teachers,Teachers_Contract_2024-2027.pdf,2104.3,St._Anne_Unit_District_24
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_14ZbVjmEztaLYUFEcv7HcueqiMAjMh0uD.pdf,190.0,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_19N-wCu-mh_oIr1j08azR4OUVOT2XgYMv.pdf,65.3,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_1IK2ZK4T0nYjLWCH35dUyj6ZwM0C-wcoa.pdf,186.4,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_1nny0yftSFST5UUouv5Z-S5BUIqW2Bz_0.pdf,47.6,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_1T_xt8c4TDIvLpSlShpGWfxCdFpVS29l1.pdf,164.4,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_1WP1Geelsm3_gUGHnNZLviKcfOXDbbm0G.pdf,46.1,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_1WwTdrI6UE52IrxZhonRz8iKOkaC9UslA.pdf,45.9,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,scea_1ZhRowfXqiEpON2M-9ph6JTy4iY-SNXxP.pdf,38.6,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,SCEA_Professional_Agreement_2023-2027.pdf,3986.6,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,CBA (Unit Unspecified),SCESP_CBA_2026-2029.pdf,13273.1,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,SCTMA_Agreement_2023-2027.pdf,234.3,St_Charles_CUSD_303
310453030,1737170,St Charles CUSD 303,Kane,http://www.d303.org,Unknown,SCTMA_MOU_IT_Staff_2025-2027.pdf,3231.0,St_Charles_CUSD_303
030262020,1737230,St Elmo CUSD 202,Fayette,http://www.stelmo.org,Unknown,ESP_Contract_2023-2025.pdf,1305.0,St_Elmo_CUSD_202
030262020,1737230,St Elmo CUSD 202,Fayette,http://www.stelmo.org,Unknown,SEA_Contract_2023-2026.pdf,1837.2,St_Elmo_CUSD_202
030262020,1737230,St Elmo CUSD 202,Fayette,http://www.stelmo.org,Unknown,SEA_Contract_FY21_FY22_FY23.pdf,3236.9,St_Elmo_CUSD_202
030262020,1737230,St Elmo CUSD 202,Fayette,http://www.stelmo.org,Unknown,SEA_Negotiated_Agreement_2020-2022.pdf,3236.9,St_Elmo_CUSD_202
030262020,1737230,St Elmo CUSD 202,Fayette,http://www.stelmo.org,Unknown,SEESP_Contract_Non-Certified_2021-2023.pdf,5827.8,St_Elmo_CUSD_202
030262020,1737230,St Elmo CUSD 202,Fayette,http://www.stelmo.org,Unknown,St_Elmo_ESP_Contract_2023-2025.pdf,1305.0,St_Elmo_CUSD_202
030262020,1737230,St Elmo CUSD 202,Fayette,http://www.stelmo.org,Unknown,St_Elmo_ESP_Contract_2025-2028.pdf,5701.3,St_Elmo_CUSD_202
320462580,1737320,St George CCSD 258,Kankakee,http://www.sg258.org,Unknown,Bargaining_Contract_2024-2029.pdf,816.1,St_George_CCSD_258
090101690,1737380,St Joseph CCSD 169,Champaign,https://www.stjoe.k12.il.us/,Teachers,Negotiated_Teachers_Contract_2024-27.pdf,5745.5,St_Joseph_CCSD_169
090103050,1737410,St Joseph Ogden CHSD 305,Champaign,http://www.sjo.k12.il.us,Unknown,2024-2027_Negotiated_Contract.pdf,1893.2,St_Joseph_Ogden_CHSD_305
090103050,1737410,St Joseph Ogden CHSD 305,Champaign,http://www.sjo.k12.il.us,Unknown,2025_Cert-NonCert_Emp_Handbook.pdf,807.3,St_Joseph_Ogden_CHSD_305
500820300,1737440,St Libory Cons SD 30,Saint Clair,http://www.stlibory30.org,Unknown,UnionContract.pdf,720.9,St_Libory_Cons_SD_30
280881000,1737490,Stark County CUSD 100,Stark,http://www.stark100.com,CBA (Unit Unspecified),CBA_2025-28.pdf,1460.8,Stark_County_CUSD_100
280881000,1737490,Stark County CUSD 100,Stark,http://www.stark100.com,Unknown,MOU_Bass_Fishing_Min_Salary_2024.pdf,317.8,Stark_County_CUSD_100
280881000,1737490,Stark County CUSD 100,Stark,http://www.stark100.com,Unknown,MOU_Instructional_Coach_PLC_2024.pdf,82.2,Stark_County_CUSD_100
280881000,1737490,Stark County CUSD 100,Stark,http://www.stark100.com,Teachers,MOU_Teachers_Association_2025.pdf,588.2,Stark_County_CUSD_100
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,Certified_Salary_Schedules_2024-2027.pdf,1171.5,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,Custodial_Contract_2024-2027.pdf,1393.5,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,MOA_Counselor_Employment_2026-02-17.pdf,50.4,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,MOA_Credible_Earnings_Cap_2024-07-15.pdf,66.4,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,MOA_Internal_Substitution_Comp_2025-03-17.pdf,87.7,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,MOA_Personal_Leave_Day_Increments_2024-10-21.pdf,66.3,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,MOA_Personal_Leave_Language_2024-07-15.pdf,82.7,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,Unknown,MOA_Sick_Day_Allotment_2026-01-20.pdf,45.9,Staunton_CUSD_6
400560060,1737590,Staunton CUSD 6,Macoupin,http://www.stauntonschools.org,CBA (Unit Unspecified),SFT_Local4818_CBA_2024-2027.pdf,2002.1,Staunton_CUSD_6
450791380,1737650,Steeleville CUSD 138,Randolph,http://www.steeleville138.org,CBA (Unit Unspecified),2025-2027_SEA_CBA.pdf,850.0,Steeleville_CUSD_138
070161940,1737680,Steger SD 194,Cook,http://www.sd194.org,Unknown,Grievance_Settlement_PayDates.pdf,643.9,Steger_SD_194
070161940,1737680,Steger SD 194,Cook,http://www.sd194.org,Unknown,MOU_Grade5_Choir_Stipend.pdf,451.4,Steger_SD_194
070161940,1737680,Steger SD 194,Cook,http://www.sd194.org,Unknown,MOU_Hourly_Compensation_Rate.pdf,855.3,Steger_SD_194
070161940,1737680,Steger SD 194,Cook,http://www.sd194.org,Unknown,MOU_Noon_Duty_Supervision.pdf,384.5,Steger_SD_194
070161940,1737680,Steger SD 194,Cook,http://www.sd194.org,Unknown,MOU_Student_Services_Stipend.pdf,409.4,Steger_SD_194
070161940,1737680,Steger SD 194,Cook,http://www.sd194.org,Teachers,MOU_Teacher_Vacancy_Grant_Stipend_FY26.pdf,211.0,Steger_SD_194
070161940,1737680,Steger SD 194,Cook,http://www.sd194.org,Unknown,SEA_Contract_2023-2027.pdf,20604.5,Steger_SD_194
470980050,1742310,Sterling CUSD 5,Whiteside,http://www.sterlingpublicschools.org,CBA (Unit Unspecified),ESP_CBA_2025-2028.pdf,579.3,Sterling_CUSD_5
470980050,1742310,Sterling CUSD 5,Whiteside,http://www.sterlingpublicschools.org,CBA (Unit Unspecified),SEA_CBA_2022-2026.pdf,440.9,Sterling_CUSD_5
11087005A,1737830,Stewardson-Strasburg CUD 5A,Shelby,http://www.stew-stras.org,Unknown,SSEA_Contract_24-28_Signed.pdf,1560.1,Stewardson-Strasburg_CUD_5A
080432060,1737980,Stockton CUSD 206,Jo Daviess,http://www.stocktonschools.com,Unknown,SEA_Contract_2018-2021.pdf,1584.7,Stockton_CUSD_206
080432060,1737980,Stockton CUSD 206,Jo Daviess,http://www.stocktonschools.com,Unknown,SEA_Contract_2021-2024.pdf,940.2,Stockton_CUSD_206
080432060,1737980,Stockton CUSD 206,Jo Daviess,http://www.stocktonschools.com,Unknown,SEA_Contract_2024-2027.pdf,632.6,Stockton_CUSD_206
350500440,1700112,Streator ESD 44,La Salle,http://www.ses44.net,CBA (Unit Unspecified),CBA_2024-2028.pdf,7264.1,Streator_ESD_44
350500440,1700112,Streator ESD 44,La Salle,http://www.ses44.net,Unknown,SEA_Contract_2020-2023.pdf,905.5,Streator_ESD_44
350500400,1738100,Streator Twp HSD 40,La Salle,http://streatorhs.org,Support Staff,Support_Personnel_CBA_2024-2028.pdf,1851.2,Streator_Twp_HSD_40
350500400,1738100,Streator Twp HSD 40,La Salle,http://streatorhs.org,Teachers,Teacher_CBA_2020-2025.pdf,1791.1,Streator_Twp_HSD_40
350500400,1738100,Streator Twp HSD 40,La Salle,http://streatorhs.org,Teachers,Teacher_CBA_2025-2030.pdf,1524.8,Streator_Twp_HSD_40
110703000,1738130,Sullivan CUSD 300,Moultrie,http://home.sullivan.k12.il.us/,Unknown,SEA_Contract_2024-2029.pdf,2016.9,Sullivan_CUSD_300
070161040,1704050,Summit SD 104,Cook,,CBA (Unit Unspecified),CBA_Argo-Summit_Local571_2023-2026.pdf,2451.2,Summit_SD_104
070161040,1704050,Summit SD 104,Cook,,CBA (Unit Unspecified),CBA_Argo-Summit_Local571_2026-2031.pdf,673.7,Summit_SD_104
070161710,1738370,Sunnybrook SD 171,Cook,http://www.sd171.org,Unknown,SEA_Professional_Agreement_2014-2016.pdf,168.0,Sunnybrook_SD_171
070161710,1738370,Sunnybrook SD 171,Cook,http://www.sd171.org,Unknown,SEA_Professional_Agreement_2016-2020.pdf,266.0,Sunnybrook_SD_171
070161710,1738370,Sunnybrook SD 171,Cook,http://www.sd171.org,Unknown,SEA_Professional_Agreement_2020-2023.pdf,2812.4,Sunnybrook_SD_171
070161710,1738370,Sunnybrook SD 171,Cook,http://www.sd171.org,Unknown,SEA_Professional_Agreement_2023-2026.pdf,449.2,Sunnybrook_SD_171
050160290,1738400,Sunset Ridge SD 29,Cook,http://www.sunsetridge29.org,Unknown,Collective_Bargaining_Agreement_2019-2024.pdf,422.0,Sunset_Ridge_SD_29
050160290,1738400,Sunset Ridge SD 29,Cook,http://www.sunsetridge29.org,Unknown,Collective_Bargaining_Agreement_2024-2029.pdf,3651.5,Sunset_Ridge_SD_29
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Custodial,Custodian_FY19-21.pdf,5369.4,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Custodial,Custodian_FY2018.pdf,622.6,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Custodial,Custodian_FY22-25.pdf,38053.7,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Custodial,Custodian_FY25-29_current.pdf,2434.6,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SEA_22-26.pdf,13688.9,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SEA_FY19-21.pdf,2533.6,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SEA_FY2013-17.pdf,3781.5,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SEA_FY2018.pdf,5413.1,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SEA_FY22-26_official.pdf,15582.4,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SEA_FY27-28_future.pdf,2319.5,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SESSA_FY20-22.pdf,9501.6,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SESSA_FY2013-14.pdf,169.0,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SESSA_FY2015-19.pdf,164.0,Sycamore_CUSD_427
160194270,1738460,Sycamore CUSD 427,Dekalb,http://syc427.org,Unknown,SESSA_FY23-27_current.pdf,4401.2,Sycamore_CUSD_427
560990900,1738520,Taft SD 90,Will,http://www.taft90.org,Unknown,taft90_TPAA_agreement.pdf,1606.8,Taft_SD_90
300730050,1738550,Tamaroa School Dist 5,Perry,http://tgs5.com,CBA (Unit Unspecified),CBA_2026.pdf,778.0,Tamaroa_School_Dist_5
030110030,1738700,Taylorville CUSD 3,Christian,https://www.tcusd3.org/,Unknown,ESP_Contract_2023-2027.pdf,1320.1,Taylorville_CUSD_3
030110030,1738700,Taylorville CUSD 3,Christian,https://www.tcusd3.org/,Unknown,Taylorville_TEA_Contract_2023-2027.pdf,521.4,Taylorville_CUSD_3
030110030,1738700,Taylorville CUSD 3,Christian,https://www.tcusd3.org/,Unknown,TEA_Contract_2023-2027.pdf,521.4,Taylorville_CUSD_3
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,CBA (Unit Unspecified),2023-2024_CBA_Scale_Amendment.pdf,48.8,Teutopolis_CUSD_50
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,Unknown,Driver_Scale_Amendment_MOU.pdf,619.5,Teutopolis_CUSD_50
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,Support Staff,Support_Staff_Contract_2015-2018.pdf,264.6,Teutopolis_CUSD_50
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,Teachers,Teacher_Contract_2015-2018.pdf,292.3,Teutopolis_CUSD_50
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,Unknown,TEA_Contract_2018-2021.pdf,3102.5,Teutopolis_CUSD_50
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,Unknown,TEA_Contract_2021-2024.pdf,766.1,Teutopolis_CUSD_50
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,Unknown,TEA_Contract_2024-2027.pdf,1246.2,Teutopolis_CUSD_50
030250500,1738760,Teutopolis CUSD 50,Effingham,http://www.teutopolisschools.org,Unknown,TEA_Contract_2024-2027_FINAL_SIGNED_with_MOU.pdf,1246.2,Teutopolis_CUSD_50
090101300,1738790,Thomasboro CCSD 130,Champaign,http://www.thomasboro.k12.il.us,Unknown,MOU_Behavior_Specialist.pdf,109.0,Thomasboro_CCSD_130
090101300,1738790,Thomasboro CCSD 130,Champaign,http://www.thomasboro.k12.il.us,Teachers,MOU_Teacher_Retention_Bonus.pdf,256.0,Thomasboro_CCSD_130
090101300,1738790,Thomasboro CCSD 130,Champaign,http://www.thomasboro.k12.il.us,Unknown,TEA_Contract_2015-2018.pdf,1119.6,Thomasboro_CCSD_130
090101300,1738790,Thomasboro CCSD 130,Champaign,http://www.thomasboro.k12.il.us,Unknown,TEA_Contract_2018-2021.pdf,1163.2,Thomasboro_CCSD_130
090101300,1738790,Thomasboro CCSD 130,Champaign,http://www.thomasboro.k12.il.us,Unknown,TEA_IEA_Board_Agreement_2021-2024.pdf,150.8,Thomasboro_CCSD_130
090101300,1738790,Thomasboro CCSD 130,Champaign,http://www.thomasboro.k12.il.us,Unknown,TEA_IEA_Board_Agreement_2024-2029.pdf,223.9,Thomasboro_CCSD_130
210281740,1701382,Thompsonville CUSD 174,Franklin,http://www.tvilleschools.org,Unknown,TFT_2017-2019.pdf,1089.6,Thompsonville_CUSD_174
210281740,1701382,Thompsonville CUSD 174,Franklin,http://www.tvilleschools.org,Unknown,TFT_2022-2025.pdf,33025.4,Thompsonville_CUSD_174
210281740,1701382,Thompsonville CUSD 174,Franklin,http://www.tvilleschools.org,Unknown,TFT_2025-2028.pdf,990.1,Thompsonville_CUSD_174
070162150,1738940,Thornton Fractional Twp HSD 215,Cook,https://www.tfd215.org/,Support Staff,AdminSupportStaff_WorkRules_2022-2026.pdf,236.3,Thornton_Fractional_Twp_HSD_215
070162150,1738940,Thornton Fractional Twp HSD 215,Cook,https://www.tfd215.org/,Teachers,Local683_Licensed_Teacher_2025-2028.pdf,1262.9,Thornton_Fractional_Twp_HSD_215
070162150,1738940,Thornton Fractional Twp HSD 215,Cook,https://www.tfd215.org/,Support Staff,Local943_SupportStaff_2022-2026.pdf,1850.5,Thornton_Fractional_Twp_HSD_215
070162150,1738940,Thornton Fractional Twp HSD 215,Cook,https://www.tfd215.org/,Support Staff,Local943_SupportStaff_2022-2026_updated.pdf,2732.0,Thornton_Fractional_Twp_HSD_215
070162150,1738940,Thornton Fractional Twp HSD 215,Cook,https://www.tfd215.org/,Teachers,Teacher_Contract_2022-2025.pdf,557.1,Thornton_Fractional_Twp_HSD_215
070161540,1738910,Thornton SD 154,Cook,http://www.d154.org,CBA (Unit Unspecified),CBA_2022-2027.pdf,1368.0,Thornton_SD_154
070162050,1738970,Thornton Twp HSD 205,Cook,http://www.district205.net,Unknown,AdministrativeAssistant_2024-2029.pdf,1560.0,Thornton_Twp_HSD_205
070162050,1738970,Thornton Twp HSD 205,Cook,http://www.district205.net,Unknown,BuildingGrounds_2021-2026.pdf,333.6,Thornton_Twp_HSD_205
070162050,1738970,Thornton Twp HSD 205,Cook,http://www.district205.net,Teachers,FacultyAssociation_2023-2028.pdf,1477.9,Thornton_Twp_HSD_205
070162050,1738970,Thornton Twp HSD 205,Cook,http://www.district205.net,Unknown,FA_CONTRACT_012323_Package_Proposal_Salary.pdf,1854.7,Thornton_Twp_HSD_205
070162050,1738970,Thornton Twp HSD 205,Cook,http://www.district205.net,Support Staff,UnionSupportStaff_2023-2028.pdf,1413.6,Thornton_Twp_HSD_205
090100070,1739120,Tolono CUSD 7,Champaign,http://www.unitsevenschools.com,Unknown,Certified.pdf,300.5,Tolono_CUSD_7
090100070,1739120,Tolono CUSD 7,Champaign,http://www.unitsevenschools.com,Unknown,CERT_SALARY_FY23-FY27.pdf,693.5,Tolono_CUSD_7
090100070,1739120,Tolono CUSD 7,Champaign,http://www.unitsevenschools.com,Unknown,Cover_and_index.pdf,78.9,Tolono_CUSD_7
090100070,1739120,Tolono CUSD 7,Champaign,http://www.unitsevenschools.com,Unknown,EXTRA_DUTY_PAY_corrected.pdf,525.9,Tolono_CUSD_7
090100070,1739120,Tolono CUSD 7,Champaign,http://www.unitsevenschools.com,Unknown,Non-Cert_Salary_Schedule.pdf,1576.8,Tolono_CUSD_7
090100070,1739120,Tolono CUSD 7,Champaign,http://www.unitsevenschools.com,Support Staff,Support_Staff.pdf,265.8,Tolono_CUSD_7
350500790,1739180,Tonica CCSD 79,La Salle,http://www.tonicagradeschool.org,CBA (Unit Unspecified),CBA_2020-2024.pdf,2409.5,Tonica_CCSD_79
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Administrators,Administrator_Comp_Benefit_Package.pdf,149.8,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Unknown,Operations_Maintenance_2019-2023_prev.pdf,652.4,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Unknown,Operations_Maintenance_2023-2027.pdf,1575.4,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Unknown,Ops_Maintenance_Contract_2019-2023_prev.pdf,652.4,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Unknown,Ops_Maintenance_Contract_2023-2027.pdf,1575.4,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Support Staff,Support_Staff_Contract_2018-2022_prev.pdf,717.1,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Support Staff,Support_Staff_Contract_2022-2026.pdf,395.7,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Teachers,Teachers_Contract_2022-2024_prev.pdf,19311.5,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Teachers,Teachers_Contract_2024-2029.pdf,1434.4,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Support Staff,United_Support_Staff_2018-2022_prev.pdf,717.1,Township_HSD_211
050162110,1730450,Township HSD 211,Cook,https://adc.d211.org/,Support Staff,United_Support_Staff_2022-2026.pdf,395.7,Township_HSD_211
050162140,1704170,Township HSD 214,Cook,http://www.d214.org,Teachers,Custodial_Maintenance_Association_2023-26.pdf,4530.2,Township_HSD_214
050162140,1704170,Township HSD 214,Cook,http://www.d214.org,Teachers,Educational_Support_Personnel_Association_2023-26.pdf,1611.8,Township_HSD_214
050162140,1704170,Township HSD 214,Cook,http://www.d214.org,Teachers,Education_Association_2024-2029.pdf,703.1,Township_HSD_214
530907020,1739390,Tremont CUSD 702,Tazewell,http://www.tremont702.net/home,Unknown,Employment_Document.pdf,211.4,Tremont_CUSD_702
530907020,1739390,Tremont CUSD 702,Tazewell,http://www.tremont702.net/home,Unknown,Professional_Agreement.pdf,980.5,Tremont_CUSD_702
530907020,1739390,Tremont CUSD 702,Tazewell,http://www.tremont702.net/home,Unknown,Salary_Agreement.pdf,945.4,Tremont_CUSD_702
510840010,1739450,Tri City CUSD 1,Sangamon,http://www.tricityschools.org,CBA (Unit Unspecified),TCEA_CBA_2022-2024.pdf,3552.1,Tri_City_CUSD_1
510840010,1739450,Tri City CUSD 1,Sangamon,http://www.tricityschools.org,CBA (Unit Unspecified),TCEA_CBA_FY25-FY27.pdf,2440.7,Tri_City_CUSD_1
17053006J,1739480,Tri Point CUSD 6-J,Livingston,http://www.tripointschools.org,Unknown,Master_Contract_2018-2021.pdf,523.7,Tri_Point_CUSD_6-J
17053006J,1739480,Tri Point CUSD 6-J,Livingston,http://www.tripointschools.org,Unknown,Master_Contract_2021-2024.pdf,702.1,Tri_Point_CUSD_6-J
