RCDTS,NCES_ID,District,County,Website,Unit,PDF_Filename,PDF_Size_KB,Folder_Name
010092620,1700105,A-C Central CUSD 262,Cass,http://www.a-ccentral.com,CBA (Unit Unspecified),ACCentral_CBA_2024-2027.pdf,1011.5,A-C_Central_CUSD_262
330482760,1701413,Abingdon-Avon CUSD 276,Knox,,CBA (Unit Unspecified),AAEA_CBA_2024-2027.pdf,451.4,Abingdon-Avon_CUSD_276
330482760,1701413,Abingdon-Avon CUSD 276,Knox,,CBA (Unit Unspecified),AATA_CBA_2024-2027.pdf,2221.6,Abingdon-Avon_CUSD_276
190220040,1703150,Addison SD 4,Dupage,http://www.asd4.org,Unknown,ATA_Negotiations_Agreement.pdf,565.6,Addison_SD_4
340491250,1732580,Adlai E Stevenson HSD 125,Lake,http://www.d125.org,Unknown,Faculty_Agreement_2021-2026.pdf,1914.8,Adlai_E_Stevenson_HSD_125
210280910,1703210,Akin CCSD 91,Franklin,http://www.akin91.com,Administrators,Superintendent_Principal_Contract.pdf,3671.7,Akin_CCSD_91
280372250,1703660,AlWood CUSD 225,Henry,http://www.alwood.net,Unknown,Certificated_Employees_Agreement.pdf,1228.0,AlWood_CUSD_225
280372250,1703660,AlWood CUSD 225,Henry,http://www.alwood.net,Support Staff,Classified_Employees_Agreement.pdf,909.1,AlWood_CUSD_225
130140630,1703270,Albers SD 63,Clinton,http://www.albersschool.dyndns.org,Unknown,ALBERS_IEA_NEA_CONTRACT_2021-2024.pdf,479.6,Albers_SD_63
130140630,1703270,Albers SD 63,Clinton,http://www.albersschool.dyndns.org,Unknown,ALBERS_IEA_NEA_CONTRACT_2024-2027.pdf,704.1,Albers_SD_63
440630190,1703300,Alden Hebron SD 19,McHenry,http://www.alden-hebron.org,Teachers,2023-2027_Teacher_Contract.pdf,1207.1,Alden_Hebron_SD_19
440630190,1703300,Alden Hebron SD 19,McHenry,http://www.alden-hebron.org,Teachers,Teacher_Contract_2019-2023.pdf,918.0,Alden_Hebron_SD_19
350500650,1703420,Allen-Otter Creek CCSD 65,La Salle,http://ransomgradeschool.net,CBA (Unit Unspecified),CBA_2025-2028.pdf,393.2,Allen-Otter_Creek_CCSD_65
200930170,1703450,Allendale CCSD 17,Wabash,https://www.allendaleschool.net/,Unknown,AEA_Contract_2024-2027.pdf,980.7,Allendale_CCSD_17
070161260,1703480,Alsip-Hazlgrn-Oaklwn SD 126,Cook,http://www.dist126.org,Unknown,Custodial_Contract_2025-2030.pdf,875.8,Alsip-Hazlgrn-Oaklwn_SD_126
070161260,1703480,Alsip-Hazlgrn-Oaklwn SD 126,Cook,http://www.dist126.org,Unknown,Para_Contract_2024-2029.pdf,1484.3,Alsip-Hazlgrn-Oaklwn_SD_126
070161260,1703480,Alsip-Hazlgrn-Oaklwn SD 126,Cook,http://www.dist126.org,Unknown,SEIU73_2020-2025.pdf,10301.1,Alsip-Hazlgrn-Oaklwn_SD_126
070161260,1703480,Alsip-Hazlgrn-Oaklwn SD 126,Cook,http://www.dist126.org,Teachers,Teachers_Contract_2023-2028.pdf,3065.1,Alsip-Hazlgrn-Oaklwn_SD_126
070161260,1703480,Alsip-Hazlgrn-Oaklwn SD 126,Cook,http://www.dist126.org,Teachers,Teachers_Contract_2023-2028_Revised.pdf,3207.3,Alsip-Hazlgrn-Oaklwn_SD_126
030250100,1703510,Altamont CUSD 10,Effingham,https://www.altamontschools.org/,Unknown,AEA-IEA-NEA_CONTRACT_2024-27.pdf,20673.5,Altamont_CUSD_10
030250100,1703510,Altamont CUSD 10,Effingham,https://www.altamontschools.org/,Unknown,AEA_Contract_2024-2027.pdf,20673.5,Altamont_CUSD_10
030250100,1703510,Altamont CUSD 10,Effingham,https://www.altamontschools.org/,Unknown,AESPA_CONTRACT_2024-2028.pdf,11397.4,Altamont_CUSD_10
410570110,1703600,Alton CUSD 11,Madison,http://altonschools.org,Unknown,AEA_Language_2025-2028.pdf,1376.7,Alton_CUSD_11
410570110,1703600,Alton CUSD 11,Madison,http://altonschools.org,Unknown,EEA_BOE_FY26-FY30.pdf,3542.8,Alton_CUSD_11
470522720,1703690,Amboy CUSD 272,Lee,http://www.amboy.net,Unknown,AEA_Master_Contract_2023-2026.pdf,632.7,Amboy_CUSD_272
300910370,1703750,Anna CCSD 37,Union,http://www.anna37.com,Unknown,AEEAContract2025-2028.pdf,1073.7,Anna_CCSD_37
300910810,1703780,Anna Jonesboro CHSD 81,Union,http://aj81.net,Unknown,AJCHSEA_Contract_2019-2022.pdf,921.9,Anna_Jonesboro_CHSD_81
300910810,1703780,Anna Jonesboro CHSD 81,Union,http://aj81.net,Unknown,AJCHSEA_Contract_2025-2028.pdf,571.7,Anna_Jonesboro_CHSD_81
280372260,1703810,Annawan CUSD 226,Henry,http://annawan226.org,Unknown,contract_2007-2012.pdf,233.9,Annawan_CUSD_226
280372260,1703810,Annawan CUSD 226,Henry,http://annawan226.org,Unknown,contract_2012-2015.pdf,283.4,Annawan_CUSD_226
280372260,1703810,Annawan CUSD 226,Henry,http://annawan226.org,Unknown,contract_2015-2018.pdf,844.5,Annawan_CUSD_226
280372260,1703810,Annawan CUSD 226,Henry,http://annawan226.org,Unknown,contract_2018-2022_with_MOA.pdf,25833.0,Annawan_CUSD_226
280372260,1703810,Annawan CUSD 226,Henry,http://annawan226.org,Unknown,contract_2022-2026.pdf,1816.0,Annawan_CUSD_226
280372260,1703810,Annawan CUSD 226,Henry,http://annawan226.org,Unknown,contract_2026-2029.pdf,13460.4,Annawan_CUSD_226
340490340,1703840,Antioch CCSD 34,Lake,http://www.antioch34.com,Unknown,AEEA_Contract_2021-2026.pdf,3822.7,Antioch_CCSD_34
340490340,1703840,Antioch CCSD 34,Lake,http://www.antioch34.com,Unknown,ASP_Contract_2021-2026.pdf,2882.1,Antioch_CCSD_34
340491020,1703900,Aptakisic-Tripp CCSD 102,Lake,http://www.d102.org,CBA (Unit Unspecified),CBA_2024-2027.pdf,2159.6,Aptakisic-Tripp_CCSD_102
070161450,1703930,Arbor Park SD 145,Cook,http://arbor145.org,Unknown,PNA_2016-2018.pdf,1050.6,Arbor_Park_SD_145
070161450,1703930,Arbor Park SD 145,Cook,http://arbor145.org,Unknown,PNA_2018-2022_Executed_APSD145_APEA.pdf,11689.8,Arbor_Park_SD_145
070161450,1703930,Arbor Park SD 145,Cook,http://arbor145.org,Unknown,PNA_2018-2022_Two_Year_Extension.pdf,701.2,Arbor_Park_SD_145
070161450,1703930,Arbor Park SD 145,Cook,http://arbor145.org,Unknown,PNA_2024-2028_LOU.pdf,1178.2,Arbor_Park_SD_145
110213060,1703960,Arcola CUSD 306,Douglas,http://www.arcola.k12.il.us,Unknown,AEA_Contract_2020-2021.pdf,570.9,Arcola_CUSD_306
110213060,1703960,Arcola CUSD 306,Douglas,http://www.arcola.k12.il.us,Unknown,AEA_Contract_2021-2024.pdf,997.7,Arcola_CUSD_306
110213060,1703960,Arcola CUSD 306,Douglas,http://www.arcola.k12.il.us,Teachers,Teacher_Association_Contract_2018-2020.pdf,1358.0,Arcola_CUSD_306
110213060,1703960,Arcola CUSD 306,Douglas,http://www.arcola.k12.il.us,Teachers,Teacher_Contract_Salary_2024-2027.pdf,831.5,Arcola_CUSD_306
390550010,1703990,Argenta-Oreana CUSD 1,Macon,http://www.argenta-oreana.org,CBA (Unit Unspecified),AO-AOEA_CBA_2024-2025.pdf,2312.0,Argenta-Oreana_CUSD_1
070162170,1704020,Argo CHSD 217,Cook,http://www.argohs.net,Unknown,AppendixA_LetterOfAgreement_SIGNED.pdf,37.5,Argo_CHSD_217
070162170,1704020,Argo CHSD 217,Cook,http://www.argohs.net,Unknown,ArticleIX_Duration_SIGNED.pdf,47.8,Argo_CHSD_217
070162170,1704020,Argo CHSD 217,Cook,http://www.argohs.net,Unknown,SEIU_2019-2024.pdf,1374.4,Argo_CHSD_217
070162170,1704020,Argo CHSD 217,Cook,http://www.argohs.net,Unknown,SEIU_2024-2027.pdf,394.9,Argo_CHSD_217
070162170,1704020,Argo CHSD 217,Cook,http://www.argohs.net,Support Staff,SupportStaff_Contract_2024-2029.pdf,1813.7,Argo_CHSD_217
070162170,1704020,Argo CHSD 217,Cook,http://www.argohs.net,Teachers,Teachers_Union_Contract_2023-2028.pdf,918.6,Argo_CHSD_217
050160250,1704140,Arlington Heights SD 25,Cook,http://www.sd25.org,Unknown,00_1_20_District_Organization_Operations_an_1_20DistrictOrganizationOperationsandCooperativeAgreements.pdf,25.7,Arlington_Heights_SD_25
050160250,1704140,Arlington Heights SD 25,Cook,http://www.sd25.org,Unknown,01_3_40_E_Checklist_for_the_Superintendent_3_40EChecklistfortheSuperintendentEmploymentContractNegotiat.pdf,88.3,Arlington_Heights_SD_25
050160250,1704140,Arlington Heights SD 25,Cook,http://www.sd25.org,Unknown,02_4_60_Purchases_and_Contracts_4_60PurchasesandContracts.pdf,41.7,Arlington_Heights_SD_25
050160250,1704140,Arlington Heights SD 25,Cook,http://www.sd25.org,Unknown,ATA_2022-2026_Professional_Agreement.pdf,1299.3,Arlington_Heights_SD_25
050160250,1704140,Arlington Heights SD 25,Cook,http://www.sd25.org,Teachers,MOU_PartDay_Teacher_2024.pdf,300.7,Arlington_Heights_SD_25
050160250,1704140,Arlington Heights SD 25,Cook,http://www.sd25.org,Unknown,SEIU_2023-2028_Contract.pdf,3471.9,Arlington_Heights_SD_25
540922250,1704230,Armstrong Twp HSD 225,Vermilion,http://armstrong.k12.il.us,CBA (Unit Unspecified),AEA-CBA-2023-2026.pdf,267.2,Armstrong_Twp_HSD_225
110213050,1704260,Arthur CUSD 305,Douglas,http://www.cusd305.org,Teachers,Teachers_CBA_2019-2022.pdf,14400.4,Arthur_CUSD_305
110213050,1704260,Arthur CUSD 305,Douglas,http://www.cusd305.org,Teachers,Teachers_CBA_2022-2025.pdf,1667.6,Arthur_CUSD_305
110213050,1704260,Arthur CUSD 305,Douglas,http://www.cusd305.org,Teachers,Teachers_CBA_2025-2028.pdf,547.1,Arthur_CUSD_305
130950150,1704340,Ashley CCSD 15,Washington,http://www.ashleyccsd15.org,CBA (Unit Unspecified),Ashley_CBA.pdf,10147.6,Ashley_CCSD_15
470522750,1704380,Ashton-Franklin Center CUSD 275,Lee,http://www.afcschools.net,CBA (Unit Unspecified),AFCEA_CBA_2025-2028.pdf,1895.8,Ashton-Franklin_Center_CUSD_275
470522750,1704380,Ashton-Franklin Center CUSD 275,Lee,http://www.afcschools.net,CBA (Unit Unspecified),AFC_CBA_2022-2025.pdf,363.8,Ashton-Franklin_Center_CUSD_275
260290010,1704440,Astoria CUSD 1,Fulton,http://www.acusd1.org,Teachers,Teacher_Contract_2024-2027.pdf,1500.1,Astoria_CUSD_1
510652130,1704470,Athens CUSD 213,Menard,,Unknown,Agreement_2024-2027.pdf,1238.6,Athens_CUSD_213
070161250,1704560,Atwood Heights SD 125,Cook,http://www.ahsd125.org,CBA (Unit Unspecified),BoardPolicy_CBA_excerpt.pdf,1431.3,Atwood_Heights_SD_125
070161250,1704560,Atwood Heights SD 125,Cook,http://www.ahsd125.org,CBA (Unit Unspecified),CBA_2024-2027.pdf,3845.0,Atwood_Heights_SD_125
510840100,1704620,Auburn CUSD 10,Sangamon,http://www.auburn.k12.il.us,Unknown,MOU_12-17-2025.pdf,24.8,Auburn_CUSD_10
510840100,1704620,Auburn CUSD 10,Sangamon,http://www.auburn.k12.il.us,Unknown,MOU_2-19-2025.pdf,24.1,Auburn_CUSD_10
510840100,1704620,Auburn CUSD 10,Sangamon,http://www.auburn.k12.il.us,Unknown,PNA_FY25-FY27.pdf,2344.9,Auburn_CUSD_10
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,CBA (Unit Unspecified),IFT_AFT_CBA_2021-2026.pdf,2223.1,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,CBA (Unit Unspecified),IFT_AFT_CBA_2026-2030.pdf,1687.1,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_Boys_Volleyball_2025.pdf,524.2,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_Flag_Football_2025.pdf,67.8,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_Longevity_Retro_2024.pdf,62.2,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_NJROTC_Salary_2025.pdf,392.7,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_Retirement_Benefit_2022.pdf,124.2,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Custodial,MOU_SEIU_Groundskeeper_2024.pdf,984.9,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_Student_Trackers_2024.pdf,877.8,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_Toileting_Stipend_2024.pdf,11.0,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,MOU_Tuition_Reimbursement_2022.pdf,123.2,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,NJROTC_2022-2027.pdf,344.2,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,SEIU_2021-2025.pdf,1701.8,Aurora_East_USD_131
310451310,1704680,Aurora East USD 131,Kane,http://www.d131.org,Unknown,SEIU_2025-2029.pdf,491.4,Aurora_East_USD_131
310451290,1704710,Aurora West USD 129,Kane,http://www.sd129.org,Unknown,AEAW_2023-2027.pdf,6289.3,Aurora_West_USD_129
310451290,1704710,Aurora West USD 129,Kane,http://www.sd129.org,Unknown,AEAW_2023-2027_Updated.pdf,22236.0,Aurora_West_USD_129
310451290,1704710,Aurora West USD 129,Kane,http://www.sd129.org,Unknown,AEAW_contract.pdf,22236.0,Aurora_West_USD_129
310451290,1704710,Aurora West USD 129,Kane,http://www.sd129.org,Unknown,Custodial_2024-2028.pdf,2611.0,Aurora_West_USD_129
310451290,1704710,Aurora West USD 129,Kane,http://www.sd129.org,Unknown,Transportation_2024-2028.pdf,1422.5,Aurora_West_USD_129
310451290,1704710,Aurora West USD 129,Kane,http://www.sd129.org,Unknown,WAOPA_2025-2030.pdf,2431.0,Aurora_West_USD_129
310451290,1704710,Aurora West USD 129,Kane,http://www.sd129.org,Unknown,WAPA_Para_2023-2028.pdf,813.9,Aurora_West_USD_129
130140210,1704740,Aviston SD 21,Clinton,http://www.avistonk-8.org,Unknown,AEA_Contract_2024-2026.pdf,10373.9,Aviston_SD_21
050160370,1704800,Avoca SD 37,Cook,http://avoca37.org,CBA (Unit Unspecified),AEA_CBA_2025-2030.pdf,4602.1,Avoca_SD_37
UNKNOWN,,Avon_CCSD_37,UNKNOWN,,CBA (Unit Unspecified),AEA_CBA_2025-2030.pdf,4602.1,Avon_CCSD_37
510840050,1704920,Ball Chatham CUSD 5,Sangamon,http://www.chathamschools.org,Unknown,BCEA_Contract_2021-2024.pdf,2533.9,Ball_Chatham_CUSD_5
510840050,1704920,Ball Chatham CUSD 5,Sangamon,http://www.chathamschools.org,Unknown,BCEA_Contract_2024-2027.pdf,561.8,Ball_Chatham_CUSD_5
510840050,1704920,Ball Chatham CUSD 5,Sangamon,http://www.chathamschools.org,Unknown,BCEA_MOU_2019_SummerSchool.pdf,110.1,Ball_Chatham_CUSD_5
510840050,1704920,Ball Chatham CUSD 5,Sangamon,http://www.chathamschools.org,Unknown,BCESPA_Contract_2019-2022.pdf,569.0,Ball_Chatham_CUSD_5
510840050,1704920,Ball Chatham CUSD 5,Sangamon,http://www.chathamschools.org,Unknown,ScheduleA_Certified_Salary_24-27.pdf,2843.1,Ball_Chatham_CUSD_5
510840050,1704920,Ball Chatham CUSD 5,Sangamon,http://www.chathamschools.org,Unknown,Schedules_BCD_Stipends_24-27.pdf,121.4,Ball_Chatham_CUSD_5
340491060,1704950,Bannockburn SD 106,Lake,,CBA (Unit Unspecified),BOE-BEA_CBA_2024-2029.pdf,1308.8,Bannockburn_SD_106
340492200,1705050,Barrington CUSD 220,Lake,http://www.barrington220.org,Unknown,BEA_2018-2023_Contract.pdf,618.3,Barrington_CUSD_220
340492200,1705050,Barrington CUSD 220,Lake,http://www.barrington220.org,Unknown,BEA_2023-2028_Contract.pdf,933.3,Barrington_CUSD_220
340492200,1705050,Barrington CUSD 220,Lake,http://www.barrington220.org,Unknown,BSEO_2022-2026_Contract.pdf,1124.2,Barrington_CUSD_220
130140570,1705160,Bartelso SD 57,Clinton,http://www.bartelsobraves.com,CBA (Unit Unspecified),cba.pdf,151.1,Bartelso_SD_57
130140570,1705160,Bartelso SD 57,Clinton,http://www.bartelsobraves.com,CBA (Unit Unspecified),cba_for_web.pdf,102.6,Bartelso_SD_57
480720660,1705190,Bartonville SD 66,Peoria,,CBA (Unit Unspecified),BEA_CBA_2024-2026.pdf,602.8,Bartonville_SD_66
480720660,1705190,Bartonville SD 66,Peoria,,CBA (Unit Unspecified),CBA_FY20-FY23.pdf,873.1,Bartonville_SD_66
310451010,1705220,Batavia USD 101,Kane,http://www.bps101.net,Unknown,BEA_2020-2023.pdf,426.4,Batavia_USD_101
310451010,1705220,Batavia USD 101,Kane,http://www.bps101.net,Unknown,BEA_2024-2027.pdf,519.9,Batavia_USD_101
310451010,1705220,Batavia USD 101,Kane,http://www.bps101.net,Unknown,BESPA_2021-2025.pdf,260.3,Batavia_USD_101
310451010,1705220,Batavia USD 101,Kane,http://www.bps101.net,Unknown,BESPA_2026-2028.pdf,769.0,Batavia_USD_101
340490030,1700010,Beach Park CCSD 3,Lake,http://bpd3.org,Support Staff,BeachPark_Classified_CBA.pdf,5533.0,Beach_Park_CCSD_3
340490030,1700010,Beach Park CCSD 3,Lake,http://bpd3.org,CBA (Unit Unspecified),BeachPark_Educators_CBA.pdf,916.6,Beach_Park_CCSD_3
340490030,1700010,Beach Park CCSD 3,Lake,http://bpd3.org,CBA (Unit Unspecified),BeachPark_Psych_CBA.pdf,4522.8,Beach_Park_CCSD_3
010090150,1705310,Beardstown CUSD 15,Cass,http://beardstown.com,Unknown,Beardstown_BEA_Contract_2021-2025.pdf,3848.2,Beardstown_CUSD_15
56099200U,1705430,Beecher CUSD 200U,Will,http://beecher200u.org,Unknown,GRP_Contract.pdf,1090.7,Beecher_CUSD_200U
56099200U,1705430,Beecher CUSD 200U,Will,http://beecher200u.org,Unknown,Official_Contract_8-1-23_to_7-31-26.pdf,1249.1,Beecher_CUSD_200U
030250200,1705460,Beecher City CUSD 20,Effingham,http://www.beechercity.org,Teachers,Signed_Teacher_Contract_2021-2024.pdf,2146.3,Beecher_City_CUSD_20
030250200,1705460,Beecher City CUSD 20,Effingham,http://www.beechercity.org,Teachers,Teacher_Contract_2018-2021_signed.pdf,4798.9,Beecher_City_CUSD_20
030250200,1705460,Beecher City CUSD 20,Effingham,http://www.beechercity.org,Teachers,Teacher_Contract_2024-2028_Signed.pdf,5448.9,Beecher_City_CUSD_20
500821190,1705580,Belle Valley SD 119,Saint Clair,http://www.bv119.org,Custodial,Custodian_2024-2026.pdf,242.2,Belle_Valley_SD_119
500821190,1705580,Belle Valley SD 119,Saint Clair,http://www.bv119.org,Teachers,Teacher_Support_2022-2025.pdf,486.9,Belle_Valley_SD_119
500821190,1705580,Belle Valley SD 119,Saint Clair,http://www.bv119.org,Teachers,Teacher_Support_2026-2028.pdf,1808.2,Belle_Valley_SD_119
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,AsstSupt_Boente_2025.pdf,2531.5,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,AsstSupt_Gray_2025.pdf,2616.8,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,Building_Admin_Assistants_2024-2027.pdf,5945.6,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,Custodial_Maintenance_2024-2027.pdf,5832.1,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,Food_Service_2024-2027.pdf,5183.6,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,Licensed_Employee_2024-2027.pdf,11279.2,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,Painter_2025-2026.pdf,3627.9,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Paraprofessionals,Paraprofessional_2024-2027.pdf,4264.8,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Administrators,Principal_MOU_2024-2027.pdf,2710.1,Belleville_SD_118
500821180,1705610,Belleville SD 118,Saint Clair,http://belleville118.org,Unknown,Supt_Boike_2025.pdf,3024.4,Belleville_SD_118
500822010,1705640,Belleville Twp HSD 201,Saint Clair,http://www.bths201.org,Unknown,Aides_Council_AFT434_2021-2026.pdf,1006.5,Belleville_Twp_HSD_201
500822010,1705640,Belleville Twp HSD 201,Saint Clair,http://www.bths201.org,Unknown,Engineers_2021-2026.pdf,631.4,Belleville_Twp_HSD_201
500822010,1705640,Belleville Twp HSD 201,Saint Clair,http://www.bths201.org,Unknown,Secretaries_AFT434_2021-2026.pdf,2564.6,Belleville_Twp_HSD_201
500822010,1705640,Belleville Twp HSD 201,Saint Clair,http://www.bths201.org,Unknown,Service_Employees_166_2021-2026.pdf,1299.1,Belleville_Twp_HSD_201
500822010,1705640,Belleville Twp HSD 201,Saint Clair,http://www.bths201.org,Teachers,Teachers_AFT434_2021-2026.pdf,3842.3,Belleville_Twp_HSD_201
500822010,1705640,Belleville Twp HSD 201,Saint Clair,http://www.bths201.org,Unknown,UniteHere_Local74_2022-2026.pdf,1631.7,Belleville_Twp_HSD_201
060160880,1705760,Bellwood SD 88,Cook,http://www.sd88.org,Unknown,BEA_Certified_Contract_2023-2026.pdf,2677.8,Bellwood_SD_88
060160880,1705760,Bellwood SD 88,Cook,http://www.sd88.org,Unknown,Custodial_Maintenance_Union_Contract.pdf,1421.7,Bellwood_SD_88
060160880,1705760,Bellwood SD 88,Cook,http://www.sd88.org,Support Staff,Non-Certified_Support_Contract_2020-2024.pdf,2532.2,Bellwood_SD_88
060160880,1705760,Bellwood SD 88,Cook,http://www.sd88.org,Unknown,SEIU73_Clerical_2024-2028.pdf,839.9,Bellwood_SD_88
040041000,1705790,Belvidere CUSD 100,Boone,http://www.district100.com,Unknown,BEA_Basic_Agreement_2022-2026.pdf,3681.3,Belvidere_CUSD_100
040041000,1705790,Belvidere CUSD 100,Boone,http://www.district100.com,Support Staff,BESSA_Support_Custodians_2023-2026.pdf,558.8,Belvidere_CUSD_100
390740050,1705820,Bement CUSD 5,Piatt,http://www.bement.k12.il.us,CBA (Unit Unspecified),CBA_2026-2028.pdf,9654.5,Bement_CUSD_5
190220250,1705880,Benjamin SD 25,Dupage,http://www.bendist25.org,CBA (Unit Unspecified),CBA_2018-2023.pdf,591.0,Benjamin_SD_25
190220250,1705880,Benjamin SD 25,Dupage,http://www.bendist25.org,CBA (Unit Unspecified),CBA_2023-2028.pdf,2089.4,Benjamin_SD_25
190220020,1705910,Bensenville SD 2,Dupage,http://www.bsd2.org,Unknown,BEA_2022-2027.pdf,348.4,Bensenville_SD_2
190220020,1705910,Bensenville SD 2,Dupage,http://www.bsd2.org,Unknown,BEA_2026-2030.pdf,864.6,Bensenville_SD_2
210280470,1705950,Benton CCSD 47,Franklin,http://www.benton47.org,Unknown,Cooks_Contract_FY25-27.pdf,717.9,Benton_CCSD_47
210280470,1705950,Benton CCSD 47,Franklin,http://www.benton47.org,Teachers,Teachers_Contract_FY25-27.pdf,17832.5,Benton_CCSD_47
210280470,1705950,Benton CCSD 47,Franklin,http://www.benton47.org,Teachers,Teacher_Aides_FY25-27.pdf,848.7,Benton_CCSD_47
210281030,1705970,Benton Cons HSD 103,Franklin,http://www.bentonhighschool.org,Unknown,BEA_Master_Contract_2021-26.pdf,5848.1,Benton_Cons_HSD_103
210281030,1705970,Benton Cons HSD 103,Franklin,http://www.bentonhighschool.org,Unknown,Bus_Driver_Agreement_2021-26.pdf,146.7,Benton_Cons_HSD_103
210281030,1705970,Benton Cons HSD 103,Franklin,http://www.bentonhighschool.org,Unknown,Cafeteria_Contract_2021-26.pdf,135.6,Benton_Cons_HSD_103
210281030,1705970,Benton Cons HSD 103,Franklin,http://www.bentonhighschool.org,Unknown,Custodial_Contract_2021-26.pdf,153.3,Benton_Cons_HSD_103
210281030,1705970,Benton Cons HSD 103,Franklin,http://www.bentonhighschool.org,Unknown,Settlement_Agreement_5-22-25.pdf,1448.4,Benton_Cons_HSD_103
060160870,1706000,Berkeley SD 87,Cook,http://www.berkeley87.org,Unknown,BEA_Certified_Contract_2023-2027.pdf,2907.3,Berkeley_SD_87
060160870,1706000,Berkeley SD 87,Cook,http://www.berkeley87.org,Support Staff,Berkeley_Support_Staff_2024-2028.pdf,1852.5,Berkeley_SD_87
060160980,1706060,Berwyn North SD 98,Cook,http://www.bn98.org,Unknown,Custodial_Maintenance_SEIU73_2021-2026.pdf,880.5,Berwyn_North_SD_98
060160980,1706060,Berwyn North SD 98,Cook,http://www.bn98.org,Teachers,Education_Association_Teachers.pdf,2263.4,Berwyn_North_SD_98
060160980,1706060,Berwyn North SD 98,Cook,http://www.bn98.org,Teachers,Paraeducators_Association.pdf,1004.7,Berwyn_North_SD_98
060160980,1706060,Berwyn North SD 98,Cook,http://www.bn98.org,Teachers,Teachers_Contract_current.pdf,2228.7,Berwyn_North_SD_98
060161000,1706090,Berwyn South SD 100,Cook,http://www.bsd100.org,Unknown,Custodial_2024-2027.pdf,1115.0,Berwyn_South_SD_100
060161000,1706090,Berwyn South SD 100,Cook,http://www.bsd100.org,Unknown,Custodial_MOU_Article10_Hours.pdf,93.4,Berwyn_South_SD_100
060161000,1706090,Berwyn South SD 100,Cook,http://www.bsd100.org,Unknown,Paraeducator_2025-2029.pdf,1192.5,Berwyn_South_SD_100
060161000,1706090,Berwyn South SD 100,Cook,http://www.bsd100.org,Unknown,SBEA_MOU_AppendixA_Salary.pdf,124.4,Berwyn_South_SD_100
060161000,1706090,Berwyn South SD 100,Cook,http://www.bsd100.org,Unknown,SBEA_MOU_Payroll_Checks.pdf,143.2,Berwyn_South_SD_100
060161000,1706090,Berwyn South SD 100,Cook,http://www.bsd100.org,Teachers,SBEA_Teachers_2022-2026.pdf,2451.1,Berwyn_South_SD_100
410570080,1706120,Bethalto CUSD 8,Madison,http://www.bethalto.org,Unknown,BEA_Contract_FY23-25.pdf,395.7,Bethalto_CUSD_8
410570080,1706120,Bethalto CUSD 8,Madison,http://www.bethalto.org,Unknown,BEA_Contract_FY26-28.pdf,2068.3,Bethalto_CUSD_8
410570080,1706120,Bethalto CUSD 8,Madison,http://www.bethalto.org,Unknown,BESPA_Contract_FY24-26.pdf,424.4,Bethalto_CUSD_8
410570080,1706120,Bethalto CUSD 8,Madison,http://www.bethalto.org,Unknown,BESPA_Contract_FY26-29.pdf,3086.8,Bethalto_CUSD_8
130410820,1706180,Bethel SD 82,Jefferson,https://www.bethelschool.net,Unknown,Bethel_Contracts_2011_14.pdf,4.2,Bethel_SD_82
130410820,1706180,Bethel SD 82,Jefferson,https://www.bethelschool.net,Unknown,Master_Contract_14-17.pdf,51.3,Bethel_SD_82
130410820,1706180,Bethel SD 82,Jefferson,https://www.bethelschool.net,Unknown,Master_Contract_17-22.pdf,534.9,Bethel_SD_82
